ID,TIMESTAMP,TIMESTAMPGMT+1,Extraversion,Agreeableness,Conscientiousness,EmotionalStability,Creativity
518,1328783080,2/9/201211:24:00AM,2.5,5.5,6,6,3.5
518,1328804341,2/9/20125:19:00PM,3,5.5,6,6.5,3.5
518,1328872181,2/10/201212:09:00PM,4,5.5,6.5,6.5,4.5
518,1328886235,2/10/20124:03:00PM,3.5,5.5,6,6,4
518,1328890571,2/10/20125:16:00PM,4.5,5.5,6,6,4.5
518,1329128777,2/13/201211:26:00AM,3.5,5.5,5.5,6,4.5
518,1329138339,2/13/20122:05:00PM,4,5.5,5.5,6,4.5
518,1329149910,2/13/20125:18:00PM,5,5.5,6,6.5,4.5
518,1329214540,2/14/201211:15:00AM,2.5,5.5,6,6,4
518,1329235280,2/14/20125:01:00PM,3,5.5,6,6,4
518,1329302351,2/15/201211:39:00AM,4.5,5.5,6,6,5.5
518,1329322397,2/15/20125:13:00PM,4,5.5,6,5.5,4.5
518,1329386443,2/16/201211:00:00AM,3,5.5,6,6,4
518,1329411599,2/16/20125:59:00PM,5,5.5,6,6,4
518,1329472989,2/17/201211:03:00AM,3.5,5.5,6,6,4
518,1329495268,2/17/20125:14:00PM,3.5,5.5,6,6,4
518,1329732630,2/20/201211:10:00AM,3.5,5.5,6,6,4
518,1329754500,2/20/20125:15:00PM,4,5.5,6,6,4.5
518,1329818665,2/21/201211:04:00AM,4.5,5.5,6,6,4
518,1329840277,2/21/20125:04:00PM,4.5,5.5,6,6,4.5
518,1329904902,2/22/201211:01:00AM,2.5,5.5,6.5,6,4
518,1329926939,2/22/20125:08:00PM,3.5,5.5,6,6,4
518,1330007875,2/23/20123:37:00PM,6,5.5,6,6,4.5
518,1330013865,2/23/20125:17:00PM,4,5,5.5,4.5,3.5
518,1330080347,2/24/201211:45:00AM,4.5,5.5,6,6,4
518,1330099874,2/24/20125:11:00PM,4,5.5,6,6,3.5
518,1330336821,2/27/201211:00:00AM,3.5,5.5,6,6,4
518,1330358571,2/27/20125:02:00PM,3,5.5,6,6,3.5
518,1330423473,2/28/201211:04:00AM,4,5.5,6,6,4
518,1330445800,2/28/20125:16:00PM,4,5.5,6,6,4.5
518,1330509932,2/29/201211:05:00AM,4,5,5.5,4.5,3.5
518,1330521262,2/29/20122:14:00PM,3.5,5.5,6,6,4
518,1330531443,2/29/20125:04:00PM,3.5,5.5,6,6,4.5
518,1330596069,3/1/201211:01:00AM,3,5.5,6,6,4
518,1330606857,3/1/20122:00:00PM,3.5,5.5,6,5.5,4
518,1330617734,3/1/20125:02:00PM,4.5,5.5,6,6,4.5
518,1330695241,3/2/20122:34:00PM,3.5,5.5,5.5,6.5,3
518,1330704833,3/2/20125:13:00PM,2,5.5,6.5,6.5,5
518,1330943098,3/5/201211:24:00AM,3.5,5.5,6,6,4
518,1331033238,3/6/201212:27:00PM,5,5.5,6,6,4
518,1331050262,3/6/20125:11:00PM,4,5.5,6,6,4.5
509,1327918076,1/30/201211:07:00AM,6.5,5.5,5.5,5.5,6
509,1327939737,1/30/20125:08:00PM,4.5,5.5,5.5,5.5,4.5
509,1328004016,1/31/201211:00:00AM,6.5,6,5.5,5.5,6.5
509,1328015668,1/31/20122:14:00PM,5.5,3.5,4.5,5,3.5
509,1328026710,1/31/20125:18:00PM,6,5.5,5.5,6.5,5
509,1328179465,2/2/201211:44:00AM,3.5,5,5,5.5,4.5
509,1328189462,2/2/20122:31:00PM,2.5,5.5,4,7,4
509,1328198647,2/2/20125:04:00PM,6,4,6,5.5,6
509,1328263226,2/3/201211:00:00AM,6,6,6.5,5.5,4.5
509,1328275270,2/3/20122:21:00PM,2,6,5.5,6.5,4
509,1328522641,2/6/201211:04:00AM,1.5,4,4,6,2
509,1328534114,2/6/20122:15:00PM,2.5,6.5,6,5.5,3.5
509,1328544031,2/6/20125:00:00PM,1,4,2,6,1
509,1328630580,2/7/20125:03:00PM,1,4,4,7,1
509,1328698100,2/8/201211:48:00AM,1,4,5.5,7,1.5
509,1328707841,2/8/20122:30:00PM,1,4,4,7,1
509,1328717369,2/8/20125:09:00PM,1,4,4,6.5,1.5
509,1328869397,2/10/201211:23:00AM,1,4,6.5,7,2
509,1328878828,2/10/20122:00:00PM,1,4,7,7,2.5
509,1329127774,2/13/201211:09:00AM,1,4,6.5,7,4
509,1329139835,2/13/20122:30:00PM,7,7,7,6,5.5
509,1329216185,2/14/201211:43:00AM,1,6,6.5,6.5,4
509,1329227737,2/14/20122:55:00PM,4,6,6.5,6.5,4.5
509,1329305674,2/15/201212:34:00PM,6.5,5.5,7,6,7
509,1329311527,2/15/20122:12:00PM,5,4,5.5,5,2.5
509,1329321728,2/15/20125:02:00PM,2.5,5.5,6,7,4
509,1329387133,2/16/201211:12:00AM,4,5.5,5.5,5.5,4
509,1329473156,2/17/201211:05:00AM,5.5,3,7,5.5,4.5
509,1329483639,2/17/20122:00:00PM,1,4,4,6.5,1
509,1329735680,2/20/201212:01:00PM,1.5,4,6,6,3
509,1329819974,2/21/201211:26:00AM,2.5,4,6.5,6,1
509,1329842093,2/21/20125:34:00PM,5,5.5,5.5,6.5,5.5
509,1329907941,2/22/201211:52:00AM,3.5,4.5,6,3.5,4.5
509,1329920970,2/22/20123:29:00PM,2,5.5,5.5,5.5,4
509,1329930248,2/22/20126:04:00PM,6.5,6.5,5,5.5,5
509,1329992718,2/23/201211:25:00AM,1,4,7,6,4.5
509,1330009290,2/23/20124:01:00PM,1.5,4,4,6,2.5
509,1330014541,2/23/20125:29:00PM,2.5,4,6.5,5.5,4.5
509,1330338276,2/27/201211:24:00AM,2.5,5,5.5,6,4
509,1330354538,2/27/20123:55:00PM,3.5,4,5.5,6,3.5
509,1330359652,2/27/20125:20:00PM,1.5,4,5.5,5.5,2.5
509,1330425921,2/28/201211:45:00AM,2,5.5,5.5,6,3
509,1330435653,2/28/20122:27:00PM,4.5,6.5,5.5,6,4.5
509,1330445165,2/28/20125:06:00PM,5,6,6,5.5,5
509,1330513845,2/29/201212:10:00PM,3,5,5.5,5.5,4
509,1330599146,3/1/201211:52:00AM,5,5.5,6,6,5.5
509,1330610369,3/1/20122:59:00PM,1,5.5,7,5.5,4.5
509,1330619240,3/1/20125:27:00PM,1,4,5.5,5.5,4
509,1330693802,3/2/20122:10:00PM,3.5,5.5,5.5,5,3.5
509,1330704767,3/2/20125:12:00PM,3,3.5,4,5.5,2.5
509,1330951061,3/5/20121:37:00PM,3.5,5.5,5.5,5.5,4
509,1330955113,3/5/20122:45:00PM,3,4,5,5.5,4
509,1331018309,3/6/20128:18:00AM,6.5,5.5,6,5.5,6
509,1331031825,3/6/201212:03:00PM,6,6,6,6,7
509,1331047688,3/6/20124:28:00PM,2,6,6,6.5,4
509,1331201970,3/8/201211:19:00AM,3,5.5,6,6,3.5
519,1327920860,1/30/201211:54:00AM,6,5,6,6,5
519,1327928903,1/30/20122:08:00PM,6,5,6,6,5
519,1327939954,1/30/20125:12:00PM,4,5.5,6.5,6.5,5
519,1328011063,1/31/201212:57:00PM,4,6,6,6.5,4.5
519,1328019068,1/31/20123:11:00PM,4.5,5.5,6.5,6.5,5
519,1328027371,1/31/20125:29:00PM,4,5.5,6.5,6.5,3.5
519,1328181917,2/2/201212:25:00PM,5.5,5.5,6.5,3.5,5
519,1328190640,2/2/20122:50:00PM,4.5,4.5,6.5,3,5
519,1328199186,2/2/20125:13:00PM,3,5.5,6.5,3,4.5
519,1328264767,2/3/201211:26:00AM,4,5.5,6.5,4,4
519,1328275030,2/3/20122:17:00PM,3.5,5.5,6,3,4
519,1328284986,2/3/20125:03:00PM,3.5,5,6.5,5,4
519,1328524649,2/6/201211:37:00AM,6.5,6.5,6,6.5,6
519,1328537438,2/6/20123:10:00PM,6,6.5,6.5,6,5.5
519,1328547576,2/6/20125:59:00PM,5,6.5,6.5,6.5,5
519,1328871306,2/10/201211:55:00AM,6,5,6.5,6.5,5
519,1328881069,2/10/20122:37:00PM,6,6,6.5,6,5.5
519,1328889805,2/10/20125:03:00PM,6,5,6,6,5.5
519,1329130707,2/13/201211:58:00AM,5.5,5.5,6.5,6.5,6
519,1329138338,2/13/20122:05:00PM,4.5,5.5,6.5,6.5,4.5
519,1329148914,2/13/20125:01:00PM,3.5,5.5,6.5,6.5,4.5
519,1329215372,2/14/201211:29:00AM,4,3.5,6.5,6,4.5
519,1329230068,2/14/20123:34:00PM,5.5,6,6.5,6,4.5
519,1329236210,2/14/20125:16:00PM,3,5.5,6.5,6.5,5
519,1329306583,2/15/201212:49:00PM,6,5.5,6.5,3,4.5
519,1329316068,2/15/20123:27:00PM,3,5.5,5,6.5,3
519,1329326313,2/15/20126:18:00PM,5.5,3.5,6,4,4.5
519,1329390176,2/16/201212:02:00PM,4,5.5,6.5,6.5,6
519,1329399941,2/16/20122:45:00PM,5.5,5.5,6.5,6.5,5
519,1329410517,2/16/20125:41:00PM,5.5,6.5,6.5,6.5,6.5
519,1329475109,2/17/201211:38:00AM,4,5.5,6.5,6.5,5
519,1329738245,2/20/201212:44:00PM,5.5,4,6.5,6.5,5
519,1329746774,2/20/20123:06:00PM,4,6.5,6.5,6.5,6.5
519,1329754554,2/20/20125:15:00PM,3,5.5,6.5,6.5,4.5
519,1329822173,2/21/201212:02:00PM,5.5,5.5,6.5,6,4.5
519,1329829267,2/21/20122:01:00PM,4,5.5,6.5,6.5,5
519,1329994023,2/23/201211:47:00AM,4,5.5,6.5,6.5,4.5
519,1330008397,2/23/20123:46:00PM,4.5,5.5,6.5,6,5
519,1330015894,2/23/20125:51:00PM,5,5.5,6.5,6.5,5
519,1330093704,2/24/20123:28:00PM,4,6.5,6.5,6,5
519,1330101316,2/24/20125:35:00PM,4.5,6.5,6.5,6.5,5
519,1330338828,2/27/201211:33:00AM,4.5,6.5,6.5,3.5,5
519,1330355073,2/27/20124:04:00PM,5,4,5,6,4
519,1330364375,2/27/20126:39:00PM,1.5,2.5,5.5,2.5,5
519,1330425322,2/28/201211:35:00AM,5,4.5,6.5,6,4.5
519,1330437346,2/28/20122:55:00PM,6.5,6.5,6.5,6.5,6.5
519,1330448167,2/28/20125:56:00PM,3,3,5,5,4.5
519,1330599655,3/1/201212:00:00PM,4,6.5,6.5,5.5,5
519,1330611549,3/1/20123:19:00PM,6,5.5,6.5,6.5,5
519,1330619149,3/1/20125:25:00PM,4.5,6.5,6.5,6.5,5
519,1330695245,3/2/20122:34:00PM,4,5.5,6.5,6.5,4
519,1330707850,3/2/20126:04:00PM,4.5,6.5,6.5,6.5,5
519,1330944263,3/5/201211:44:00AM,4.5,6.5,6.5,6.5,4.5
519,1330959891,3/5/20124:04:00PM,5,6.5,6.5,6.5,5
519,1330971031,3/5/20127:10:00PM,6,6.5,6.5,6.5,4.5
519,1331034827,3/6/201212:53:00PM,6,6.5,6.5,6.5,6.5
519,1331043897,3/6/20123:24:00PM,4.5,5.5,6.5,6.5,5
519,1331050140,3/6/20125:09:00PM,4,6.5,6.5,6.5,5
519,1331203189,3/8/201211:39:00AM,4.5,6.5,6.5,6.5,5
519,1331213841,3/8/20122:37:00PM,4.5,6.5,6.5,6.5,5
519,1331222427,3/8/20125:00:00PM,5,6.5,6.5,6.5,5
519,1331291179,3/9/201212:06:00PM,5.5,6.5,6.5,6.5,5
519,1331298267,3/9/20122:04:00PM,4.5,6,6.5,6,5
519,1331308833,3/9/20125:00:00PM,5,6.5,6.5,6.5,5
520,1327917767,1/30/201211:02:00AM,2,5.5,6.5,7,3.5
520,1327930637,1/30/20122:37:00PM,5,5.5,6,6.5,4
520,1327939394,1/30/20125:03:00PM,1.5,5.5,7,7,3
520,1328008952,1/31/201212:22:00PM,3.5,4,6.5,6.5,3.5
520,1328014968,1/31/20122:02:00PM,5.5,4,6,6.5,4
520,1328025814,1/31/20125:03:00PM,2.5,5.5,6.5,6.5,4.5
520,1328091750,2/1/201211:22:00AM,2,5.5,6.5,6.5,4
520,1328103752,2/1/20122:42:00PM,3.5,4,6.5,6,3.5
520,1328113191,2/1/20125:19:00PM,5.5,5.5,6.5,6.5,5
520,1328177313,2/2/201211:08:00AM,2.5,5.5,6.5,6.5,5
520,1328187889,2/2/20122:04:00PM,2,5.5,6.5,6.5,4.5
520,1328264656,2/3/201211:24:00AM,2,5.5,6.5,6,3.5
520,1328274795,2/3/20122:13:00PM,4.5,5.5,6,6.5,5
520,1328525429,2/6/201211:50:00AM,2.5,5.5,6.5,6.5,3.5
520,1328533951,2/6/20122:12:00PM,2.5,5.5,6.5,6.5,4
520,1328545713,2/6/20125:28:00PM,5,6.5,6.5,6.5,4.5
520,1328608863,2/7/201211:01:00AM,5,5.5,6.5,6.5,3.5
520,1328619793,2/7/20122:03:00PM,5.5,5.5,6.5,6.5,4.5
520,1328632503,2/7/20125:35:00PM,2.5,5.5,6.5,6.5,4.5
520,1328695483,2/8/201211:04:00AM,3.5,5.5,6.5,6.5,4.5
520,1328706528,2/8/20122:08:00PM,2.5,5.5,6.5,6.5,4
520,1328716986,2/8/20125:03:00PM,3.5,4,6.5,6.5,4.5
520,1328782501,2/9/201211:15:00AM,5,5,6,4.5,4.5
520,1328795954,2/9/20122:59:00PM,4.5,5.5,6.5,6,4.5
520,1328871443,2/10/201211:57:00AM,3.5,4,4,6,3
520,1328882158,2/10/20122:55:00PM,5,5.5,6.5,5.5,3.5
520,1329128419,2/13/201211:20:00AM,2.5,5.5,6.5,6.5,4
520,1329138985,2/13/20122:16:00PM,3,5.5,6.5,6.5,4
520,1329149410,2/13/20125:10:00PM,4.5,5.5,6,6.5,3.5
520,1329217361,2/14/201212:02:00PM,4.5,5.5,6.5,6,4.5
520,1329302863,2/15/201211:47:00AM,4.5,5.5,6.5,6.5,4
520,1329311502,2/15/20122:11:00PM,2.5,5.5,6.5,6.5,5
520,1329321913,2/15/20125:05:00PM,2.5,5.5,6.5,6.5,3.5
520,1329392138,2/16/201212:35:00PM,5,5.5,6.5,6.5,3.5
520,1329398204,2/16/20122:16:00PM,2,5.5,4,6.5,3.5
520,1329409257,2/16/20125:20:00PM,3,5.5,6.5,6.5,4
520,1329472969,2/17/201211:02:00AM,3.5,5.5,6.5,6.5,4
520,1329484194,2/17/20122:09:00PM,5,5.5,6.5,6.5,4.5
520,1329736982,2/20/201212:23:00PM,3,5.5,6.5,6.5,4.5
520,1329744478,2/20/20122:27:00PM,2,5.5,6.5,6.5,4.5
520,1329754785,2/20/20125:19:00PM,4,5.5,6.5,6.5,3.5
520,1329818747,2/21/201211:05:00AM,2,5.5,6.5,6.5,4
520,1329842650,2/21/20125:44:00PM,5.5,5.5,6.5,6.5,4.5
520,1329904887,2/22/201211:01:00AM,2,5.5,5.5,6.5,2
520,1329915667,2/22/20122:01:00PM,3,5.5,6.5,6.5,4
520,1329927158,2/22/20125:12:00PM,5.5,5.5,6.5,6.5,4
520,1329995580,2/23/201212:13:00PM,4.5,5.5,6.5,6.5,4
520,1330080574,2/24/201211:49:00AM,3,5.5,6.5,6.5,5
520,1330089755,2/24/20122:22:00PM,2,5.5,6.5,6.5,4.5
520,1330336867,2/27/201211:01:00AM,2,5.5,6,6.5,3
520,1330347793,2/27/20122:03:00PM,1.5,5.5,5,6.5,2
520,1330358583,2/27/20125:03:00PM,2,5.5,6.5,6.5,3.5
520,1330424076,2/28/201211:14:00AM,2,5.5,5.5,6.5,4
520,1330434367,2/28/20122:06:00PM,2,5.5,5.5,6.5,3.5
520,1330445061,2/28/20125:04:00PM,2,5.5,3,6.5,3.5
520,1330509999,2/29/201211:06:00AM,2,5.5,6,6.5,3.5
520,1330532055,2/29/20125:14:00PM,2,5.5,6.5,6.5,2.5
520,1330596254,3/1/201211:04:00AM,2,5.5,5.5,6.5,3
520,1330607686,3/1/20122:14:00PM,2,5.5,6.5,6.5,4.5
520,1330941668,3/5/201211:01:00AM,4,5,6.5,6.5,3
520,1330957433,3/5/20123:23:00PM,5,4,6.5,6.5,4
520,1330963759,3/5/20125:09:00PM,4,5.5,6.5,6.5,4.5
520,1331028228,3/6/201211:03:00AM,2.5,5.5,6.5,6.5,3.5
520,1331039006,3/6/20122:03:00PM,3,5.5,6.5,6.5,4
520,1331051564,3/6/20125:32:00PM,3,5.5,6.5,6.5,4
520,1331116516,3/7/201211:35:00AM,2,5.5,6.5,6.5,4.5
520,1331125488,3/7/20122:04:00PM,2,5.5,6.5,6.5,3.5
520,1331136191,3/7/20125:03:00PM,2,5.5,6,6.5,3
520,1331200843,3/8/201211:00:00AM,2,5.5,6.5,6.5,4.5
520,1331212357,3/8/20122:12:00PM,5,5.5,6.5,6.5,5
520,1331291615,3/9/201212:13:00PM,5,5.5,6.5,6.5,5.5
520,1331300236,3/9/20122:37:00PM,5.5,5.5,6,6.5,4.5
541,1327917958,1/30/201211:05:00AM,4,5,5,5.5,3.5
541,1327929793,1/30/20122:23:00PM,4.5,5,5,5.5,4.5
541,1327939589,1/30/20125:06:00PM,4,5.5,5.5,5.5,5.5
541,1328004099,1/31/201211:01:00AM,4.5,5.5,6,6,5.5
541,1328015160,1/31/20122:06:00PM,4.5,5.5,5.5,6,4
541,1328025874,1/31/20125:04:00PM,3.5,5.5,6,5.5,4.5
541,1328090486,2/1/201211:01:00AM,3.5,5.5,5.5,6,4
541,1328102031,2/1/20122:13:00PM,3.5,5.5,5.5,6,4
541,1328112132,2/1/20125:02:00PM,4,5.5,6,6,2.5
541,1328176826,2/2/201211:00:00AM,4,5.5,5.5,5.5,4
541,1328187875,2/2/20122:04:00PM,5,5.5,6,6,5.5
541,1328198553,2/2/20125:02:00PM,4.5,5.5,4,6,4
541,1328264688,2/3/201211:24:00AM,4.5,5.5,5.5,5.5,4
541,1328274292,2/3/20122:04:00PM,3,5.5,5.5,6,2.5
541,1328284868,2/3/20125:01:00PM,4,5.5,5.5,5.5,2.5
541,1328522740,2/6/201211:05:00AM,3.5,5,5.5,4.5,4.5
541,1328533905,2/6/20122:11:00PM,3.5,5.5,5.5,6,3
541,1328544055,2/6/20125:00:00PM,3.5,5.5,6,5,3.5
541,1328613926,2/7/201212:25:00PM,3.5,5.5,5.5,5.5,4.5
541,1328619805,2/7/20122:03:00PM,4.5,4,5.5,5.5,2.5
541,1328630512,2/7/20125:01:00PM,4.5,5.5,6,6,5.5
541,1328698288,2/8/201211:51:00AM,4.5,5.5,6,6,5
541,1328706156,2/8/20122:02:00PM,4.5,5.5,6,5.5,4.5
541,1328717104,2/8/20125:05:00PM,3.5,4.5,5,4.5,4
541,1328781988,2/9/201211:06:00AM,5,5.5,5.5,6.5,4
541,1328793258,2/9/20122:14:00PM,4,5.5,5.5,6,3.5
541,1328803953,2/9/20125:12:00PM,5,5.5,5.5,6,4
541,1328868176,2/10/201211:02:00AM,5,6,6,6,6
541,1328880910,2/10/20122:35:00PM,5,5,6,6.5,5
541,1329130487,2/13/201211:54:00AM,6.5,5.5,6.5,6.5,6
541,1329149375,2/13/20125:09:00PM,4,5.5,6,6.5,5
541,1329215244,2/14/201211:27:00AM,3,5.5,6,6.5,4.5
541,1329227437,2/14/20122:50:00PM,5,5.5,6,6,4.5
541,1329237155,2/14/20125:32:00PM,5,4,6,6,4.5
541,1329303895,2/15/201212:04:00PM,4.5,5.5,6,6,6.5
541,1329313198,2/15/20122:39:00PM,3.5,5.5,5.5,6,5
541,1329321737,2/15/20125:02:00PM,3.5,5.5,6,6,4.5
541,1329388210,2/16/201211:30:00AM,3.5,5.5,6,6,5
541,1329399069,2/16/20122:31:00PM,4,5.5,6,6.5,4.5
541,1329410396,2/16/20125:39:00PM,2.5,5.5,5.5,6,3
541,1329473119,2/17/201211:05:00AM,3.5,6,6,6.5,3.5
541,1329483903,2/17/20122:05:00PM,6,6,5.5,6,4.5
541,1329734973,2/20/201211:49:00AM,3.5,6,5.5,6.5,3.5
541,1329742981,2/20/20122:03:00PM,3.5,5.5,6.5,6.5,5
541,1329754898,2/20/20125:21:00PM,4,5.5,6,6.5,5
541,1329818920,2/21/201211:08:00AM,4.5,5.5,6.5,6.5,5
541,1329829630,2/21/20122:07:00PM,5,5.5,6.5,6.5,4
541,1329840071,2/21/20125:01:00PM,4.5,3.5,6,6.5,5
541,1329904909,2/22/201211:01:00AM,5,5.5,6.5,6,4.5
541,1329915664,2/22/20122:01:00PM,4.5,5.5,6,6,4
541,1329926537,2/22/20125:02:00PM,3.5,5.5,6.5,6,5
541,1329991308,2/23/201211:01:00AM,5,6,6,6.5,5
541,1330007939,2/23/20123:38:00PM,3.5,5.5,6,6,5
541,1330013029,2/23/20125:03:00PM,5.5,4.5,6,5,6
541,1330079538,2/24/201211:32:00AM,4,6,6.5,6.5,5
541,1330089400,2/24/20122:16:00PM,4,5.5,6.5,6,5
541,1330100040,2/24/20125:14:00PM,4,5.5,6,6,3.5
541,1330349512,2/27/20122:31:00PM,5,5.5,6,6,3.5
541,1330363230,2/27/20126:20:00PM,3,5.5,5.5,6,3.5
541,1330423323,2/28/201211:02:00AM,4.5,3.5,4.5,5.5,4.5
541,1330434185,2/28/20122:03:00PM,6,5.5,5.5,6,4.5
541,1330444951,2/28/20125:02:00PM,4,5.5,6,6,4
541,1330520834,2/29/20122:07:00PM,3,6,6,6,3.5
541,1330531303,2/29/20125:01:00PM,4,5.5,6,6.5,4
541,1330596297,3/1/201211:04:00AM,4,6,6.5,6.5,4.5
541,1330617917,3/1/20125:05:00PM,4,6,6.5,6.5,5.5
541,1330696101,3/2/20122:48:00PM,5.5,5.5,6.5,6.5,5.5
541,1330706355,3/2/20125:39:00PM,6,6.5,6.5,6.5,6
541,1330942057,3/5/201211:07:00AM,4.5,6,6.5,6.5,4
541,1330954308,3/5/20122:31:00PM,3.5,6,6.5,6.5,4.5
541,1330963295,3/5/20125:01:00PM,3.5,5.5,5.5,6,4.5
541,1331028097,3/6/201211:01:00AM,3.5,5,6,5.5,6
541,1331041742,3/6/20122:49:00PM,3,5.5,6.5,5.5,5
541,1331051714,3/6/20125:35:00PM,5.5,5,6.5,6,6
541,1331114525,3/7/201211:02:00AM,5,3.5,6.5,5.5,5
541,1331127128,3/7/20122:32:00PM,5.5,6,6,6.5,6
541,1331138038,3/7/20125:33:00PM,4,6,6.5,6.5,5
541,1331202807,3/8/201211:33:00AM,4,5,6.5,6,5
541,1331211894,3/8/20122:04:00PM,5.5,5.5,6,6.5,6
541,1331222671,3/8/20125:04:00PM,4,5.5,6.5,6.5,3.5
541,1331287513,3/9/201211:05:00AM,4.5,6,6.5,6.5,5.5
541,1331298444,3/9/20122:07:00PM,4,6,6.5,6.5,5.5
541,1331309256,3/9/20125:07:00PM,5,5.5,6.5,6.5,5.5
538,1327928874,1/30/20122:07:00PM,3.5,5,5.5,6.5,3
538,1328004232,1/31/201211:03:00AM,5,5.5,6,6.5,2
538,1328023333,1/31/20124:22:00PM,6,5.5,5,6.5,6
538,1328026817,1/31/20125:20:00PM,6,5,6.5,6,6.5
538,1328090571,2/1/201211:02:00AM,4,6,4.5,6.5,3
538,1328102533,2/1/20122:22:00PM,5.5,5.5,6.5,5,5.5
538,1328115529,2/1/20125:58:00PM,6.5,6,6.5,6,6
538,1328182174,2/2/201212:29:00PM,2,5.5,4.5,4.5,2.5
538,1328191957,2/2/20123:12:00PM,2,5.5,5.5,6.5,3
538,1328198897,2/2/20125:08:00PM,4,5.5,3.5,5.5,3.5
538,1328534571,2/6/20122:22:00PM,2,4.5,4.5,6.5,2.5
538,1328546621,2/6/20125:43:00PM,3,4,5,5.5,3
538,1328612212,2/7/201211:56:00AM,2.5,5.5,5.5,5.5,2
538,1328621824,2/7/20122:37:00PM,3.5,5.5,4,5.5,2
538,1328631680,2/7/20125:21:00PM,3,4.5,5.5,6,2.5
538,1328703963,2/8/20121:26:00PM,4,5,5.5,6,3
538,1328714238,2/8/20124:17:00PM,3.5,3.5,5,5.5,3.5
538,1328720398,2/8/20125:59:00PM,3,5.5,5,5.5,5
538,1328785170,2/9/201211:59:00AM,4.5,5.5,5.5,6.5,4.5
538,1328794532,2/9/20122:35:00PM,3,5.5,6,6,4.5
538,1328806484,2/9/20125:54:00PM,5,4.5,5.5,4,4.5
538,1328871558,2/10/201211:59:00AM,6.5,5.5,5.5,6.5,6
538,1328882434,2/10/20123:00:00PM,2,4.5,5,5.5,3
538,1328891234,2/10/20125:27:00PM,5,5.5,5.5,6,5
538,1329132927,2/13/201212:35:00PM,2,5,5.5,6.5,5.5
538,1329142403,2/13/20123:13:00PM,4,5.5,4.5,6,3
538,1329152425,2/13/20126:00:00PM,4.5,4,5,5.5,3.5
538,1329220821,2/14/20121:00:00PM,4,5.5,5.5,6,5.5
538,1329228528,2/14/20123:08:00PM,5.5,5.5,5.5,6.5,5
538,1329301010,2/15/201211:16:00AM,2,5,4.5,5.5,2
538,1329318108,2/15/20124:01:00PM,2.5,5,4.5,6,2.5
538,1329324484,2/15/20125:48:00PM,3,5.5,4.5,6,4.5
538,1329389882,2/16/201211:58:00AM,7,6,3,6,5
538,1329408738,2/16/20125:12:00PM,2.5,5.5,3.5,5,2
538,1329485088,2/17/20122:24:00PM,4,5.5,4.5,7,3
538,1329820239,2/21/201211:30:00AM,3,5.5,3,6,2.5
538,1329833938,2/21/20123:18:00PM,5.5,5.5,2.5,6,3
538,1329845079,2/21/20126:24:00PM,3.5,5.5,3.5,6.5,3
538,1329907237,2/22/201211:40:00AM,6.5,4.5,2,6,5.5
538,1329924272,2/22/20124:24:00PM,3.5,5,5,5.5,3
538,1329995753,2/23/201212:15:00PM,5.5,6.5,4.5,5,5.5
538,1330013468,2/23/20125:11:00PM,5,5.5,5.5,6,4
538,1330078516,2/24/201211:15:00AM,2.5,4.5,2.5,6,3
538,1330094394,2/24/20123:39:00PM,3.5,5.5,4.5,6,5.5
538,1330101460,2/24/20125:37:00PM,6.5,6,4.5,6,6
538,1330349558,2/27/20122:32:00PM,5,5,4.5,6,3.5
538,1330363632,2/27/20126:27:00PM,2.5,5,5.5,6,4.5
538,1330437845,2/28/20123:04:00PM,2,3,6,3.5,4
538,1330447030,2/28/20125:37:00PM,4.5,4.5,4,4.5,5.5
538,1330515529,2/29/201212:38:00PM,5.5,4,5,6.5,5
538,1330534492,2/29/20125:54:00PM,2.5,4.5,5,4,2.5
538,1330613861,3/1/20123:57:00PM,2,4.5,3.5,5.5,3
538,1330619783,3/1/20125:36:00PM,4.5,5.5,5,5,3
538,1330944528,3/5/201211:48:00AM,4.5,4,3,5.5,3
538,1330954759,3/5/20122:39:00PM,2.5,4.5,3.5,6,3.5
538,1331031075,3/6/201211:51:00AM,5,5.5,5.5,5,5
538,1331040684,3/6/20122:31:00PM,5.5,4.5,2.5,6.5,3.5
538,1331053407,3/6/20126:03:00PM,2,4.5,6,3.5,2
538,1331121821,3/7/20121:03:00PM,3.5,4.5,6,6,3
538,1331132726,3/7/20124:05:00PM,3,4.5,3.5,5,3
538,1331137538,3/7/20125:25:00PM,6,5,5.5,5,4.5
538,1331215432,3/8/20123:03:00PM,3.5,2.5,5,2.5,3.5
510,1327922284,1/30/201212:18:00PM,4.5,5.5,5.5,5.5,4
510,1327928420,1/30/20122:00:00PM,5.5,5.5,5,5.5,3.5
510,1327939484,1/30/20125:04:00PM,3,5.5,5.5,5.5,5
510,1328005035,1/31/201211:17:00AM,5,6.5,4,6.5,5
510,1328026844,1/31/20125:20:00PM,4,5.5,5.5,5.5,5
510,1328104206,2/1/20122:50:00PM,6,6,6,5.5,5
510,1328112117,2/1/20125:01:00PM,5,5,4,5.5,6
510,1328178621,2/2/201211:30:00AM,3.5,5,5.5,5,5
510,1328187653,2/2/20122:00:00PM,5.5,6.5,6,5.5,4.5
510,1328199228,2/2/20125:13:00PM,6,6,6,6,4
510,1328263324,2/3/201211:02:00AM,5,5.5,6,3.5,5
510,1328274771,2/3/20122:12:00PM,5,6.5,5.5,5,5
